latitude,housing_median_age,population,households,median_income,ocean_proximity,median_house_value,all_rooms_amount
40.95,17,823,316,1.8993,NEAR OCEAN,78400,1830
40.81,23,1019,387,2.9911,NEAR OCEAN,119700,2514
40.72,28,1658,598,3.8095,<1H OCEAN,119900,4147
40.73,33,334,121,3.9659,NEAR OCEAN,111800,773
40.74,17,873,313,4.0357,NEAR OCEAN,128900,2364
40.72,18,1375,503,2.8446,NEAR OCEAN,100500,3080
40.67,23,320,109,4.2054,NEAR OCEAN,130600,697
40.73,21,2907,972,3.5363,NEAR OCEAN,90100,6750
40.75,32,620,268,1.6528,NEAR OCEAN,58100,1549
40.69,36,1194,465,2.5179,NEAR OCEAN,79000,2877
40.62,35,480,179,3.0536,NEAR OCEAN,107000,1130
40.62,32,706,277,2.8958,NEAR OCEAN,86400,1904
40.62,43,910,389,2.5804,NEAR OCEAN,92100,2530
40.6,39,642,292,2.4519,NEAR OCEAN,85100,1605
40.59,39,539,212,2.0938,NEAR OCEAN,79600,1424
40.6,27,521,219,4.025,NEAR OCEAN,128100,1354
40.59,22,826,382,1.5625,NEAR OCEAN,66800,2070
40.59,17,1544,584,2.178,NEAR OCEAN,76800,3595
40.59,32,937,353,3.4408,<1H OCEAN,95200,2218
40.55,24,1370,480,2.7644,<1H OCEAN,97300,3531
40.57,31,883,310,2.3167,<1H OCEAN,92600,2219
40.48,25,746,251,1.7153,INLAND,77100,2539
40.58,25,891,355,2.6987,<1H OCEAN,92500,2256
40.57,29,1314,562,2.1354,<1H OCEAN,75100,3464
40.57,33,573,236,2.4896,<1H OCEAN,74100,1582
40.5,30,996,374,2.2357,<1H OCEAN,72300,2320
40.5,42,1300,504,1.7574,<1H OCEAN,57500,2933
40.44,38,1041,401,2.3947,<1H OCEAN,70500,2646
40.47,52,965,265,3.5345,<1H OCEAN,55000,1432
40.45,34,443,158,2.6094,<1H OCEAN,71300,1219
40.58,52,907,369,2.3571,NEAR OCEAN,111400,2611
40.54,52,1152,435,3.0806,NEAR OCEAN,106700,3147
40.54,52,806,270,3.0147,NEAR OCEAN,94600,2120
40.28,32,434,187,1.9417,NEAR OCEAN,76100,1849
40.06,17,393,163,2.625,NEAR OCEAN,135600,1586
40.22,16,816,326,1.319,<1H OCEAN,70700,2623
40.28,28,1093,438,2.0962,<1H OCEAN,74000,3414
40.24,31,917,359,1.725,<1H OCEAN,54300,2304
40.16,19,1184,453,1.2227,<1H OCEAN,76800,2917
40.12,33,1221,486,2.087,<1H OCEAN,82400,3576
40.11,35,900,402,1.9625,<1H OCEAN,101500,2529
40.05,17,899,347,2.1864,<1H OCEAN,101900,2515
33.12,38,784,231,1.8793,INLAND,60800,1589
33.13,18,1006,253,2.163,INLAND,53400,1392
33.12,21,890,232,2.101,INLAND,46700,1242
33.19,33,777,298,1,INLAND,40000,1607
33.24,32,1069,410,1.6552,INLAND,43300,2518
33.2,37,390,142,2.4511,INLAND,72500,896
33.09,27,258,61,2.9,INLAND,87500,555
33.04,17,745,217,2.0463,INLAND,61200,1240
33.04,20,766,230,2.2969,INLAND,62000,1365
33.04,31,152,56,3.3472,INLAND,91700,375
32.99,29,684,194,3.4038,INLAND,107800,1361
32.96,17,473,154,3.1979,INLAND,113500,987
32.98,32,1307,345,1.4583,INLAND,58600,1997
32.98,21,1244,316,2.2054,INLAND,66400,1629
32.99,25,2082,565,1.7159,INLAND,62200,3212
32.99,20,1104,317,1.9088,INLAND,63700,1689
32.99,23,1148,388,1.5372,INLAND,69400,1832
32.98,27,1121,381,1.9464,INLAND,60600,1908
32.99,17,911,254,4.3523,INLAND,96000,1965
32.98,24,1447,473,3.2593,INLAND,80800,3095
32.97,41,1188,430,3.0091,INLAND,70800,2883
32.97,35,933,318,2.4063,INLAND,70700,1923
32.98,33,952,360,5.4349,INLAND,143000,2631
32.96,21,1164,421,3.8177,INLAND,107200,2644
32.97,34,1568,510,1.5217,INLAND,60300,2776
32.97,24,1416,401,1.975,INLAND,66400,1983
32.97,10,1376,337,1.9911,INLAND,67500,2266
32.82,34,327,89,3.6528,INLAND,100000,730
32.76,16,481,185,6.2558,INLAND,146300,1332
32.86,19,649,173,3.3182,INLAND,113800,1258
32.81,23,866,275,2.3594,INLAND,74300,1752
32.82,14,867,261,1.9375,INLAND,80900,1546
32.82,30,1130,335,3.5735,INLAND,71100,1924
32.82,38,1175,374,1.9939,INLAND,65800,2286
32.81,35,950,241,1.8958,INLAND,67500,1525
32.81,32,623,169,1.7604,INLAND,68600,932
32.85,33,825,250,3.2396,INLAND,62300,1634
32.85,17,728,246,1.7411,INLAND,63500,1295
32.84,29,804,288,1.9531,INLAND,61100,1508
32.83,31,959,284,3.5282,INLAND,67500,1783
32.85,20,862,248,4.875,INLAND,90800,1882
32.87,3,1005,312,4.1293,INLAND,83200,1946
32.87,19,457,106,3.3583,INLAND,102800,645
32.8,23,569,235,3.1667,INLAND,125000,1463
32.79,18,1161,343,2.1792,INLAND,55200,1904
32.8,44,206,57,2.2083,INLAND,93800,553
32.75,16,123,54,2.0938,INLAND,87500,447
32.75,19,198,55,1.625,INLAND,112500,446
32.81,5,458,143,4.475,INLAND,96300,948
32.82,34,1013,274,2.5664,INLAND,67500,1856
32.81,10,533,201,3.6597,INLAND,87500,1291
32.8,17,1595,428,1.7188,INLAND,69900,1918
32.8,16,961,327,1.1853,INLAND,72600,1666
32.8,16,1184,513,1.875,INLAND,93800,2870
32.8,21,805,239,2.6172,INLAND,88500,1506
32.77,18,1166,333,2.2417,INLAND,79200,2052
32.73,14,1453,332,1.735,INLAND,61200,1852
32.73,17,1113,258,2.3571,INLAND,63100,1465
32.75,13,822,64,3.4107,INLAND,142500,402
32.8,23,580,160,2.1136,INLAND,61000,808
32.79,22,692,141,1.2083,INLAND,53600,727
32.79,30,733,186,1.6607,INLAND,56100,946
32.79,23,1370,377,1.275,INLAND,60400,2115
32.79,23,697,201,1.6351,INLAND,59600,1225
32.8,33,1066,211,4.5714,INLAND,68600,1405
32.8,25,1193,351,2.1979,INLAND,63900,1686
32.8,28,1335,397,1.5987,INLAND,59400,2088
32.8,15,1024,298,1.3882,INLAND,69400,1499
32.79,18,1377,429,1.3373,INLAND,58300,1616
32.78,34,1627,522,3.2083,INLAND,76200,3411
32.79,20,2283,767,1.1707,INLAND,62500,3207
32.79,50,864,274,1.6667,INLAND,68100,1568
32.78,46,1583,469,3.0603,INLAND,70800,3001
32.78,35,615,191,4.6154,INLAND,86200,1387
32.78,25,1135,332,5.128,INLAND,99600,2308
32.78,29,848,245,3.1597,INLAND,76200,1851
32.78,5,1767,536,2.8025,INLAND,84300,3258
32.78,5,1416,421,5.7843,INLAND,110100,2908
32.79,8,1000,287,6.3814,INLAND,159900,2490
32.79,14,762,451,1.6635,INLAND,64400,2194
32.79,34,621,208,3.6042,INLAND,73600,1360
32.78,29,1173,360,4.0375,INLAND,86400,2688
32.78,20,871,222,6.2715,INLAND,97200,1769
32.78,15,803,277,4.3021,INLAND,87500,1692
32.76,15,653,185,4.4821,INLAND,140300,1495
32.69,30,649,148,2.5769,INLAND,94400,1112
32.69,17,1691,356,1.899,INLAND,64000,2349
32.7,19,531,134,1.6838,INLAND,95800,696
32.67,25,2185,602,1.375,INLAND,70100,2895
32.67,24,1083,298,1.4828,INLAND,73100,1541
32.68,15,2097,622,2.3319,INLAND,91200,4080
32.68,18,3565,924,1.5931,INLAND,88400,4544
32.67,35,1694,475,2.1776,INLAND,75500,2651
32.67,29,1302,393,1.1311,INLAND,84700,1963
32.68,11,2644,581,2.625,INLAND,72700,3482
32.67,6,2807,594,2.0625,INLAND,67700,3385
33.33,17,135,57,1.7292,INLAND,81300,384
33.19,16,81,33,1.2639,INLAND,51300,302
32.93,15,51,20,4.0208,INLAND,32500,257
32.74,26,329,158,1.4338,INLAND,43900,1414
32.69,18,98,54,1.5417,INLAND,57500,500
33.41,20,659,295,2.8684,INLAND,62800,2511
33.4,15,515,273,2.0109,INLAND,54300,2481
33.38,5,41,21,2.7,INLAND,58800,229
33.32,8,63,24,1.4688,INLAND,53800,286
33.36,15,160,73,0.922,INLAND,67500,554
33.34,19,329,155,1.7857,INLAND,62800,1458
33.3,27,112,57,1.125,INLAND,54400,403
33.28,12,37,17,1.8958,INLAND,53800,124
33.26,2,30,16,5.3374,INLAND,47500,114
33.43,24,227,139,0.8964,INLAND,59200,1039
33.07,18,374,127,3.1607,INLAND,57500,1546
33.36,19,476,169,1.7727,INLAND,50000,987
33.35,23,338,182,1.2132,INLAND,30000,2034
32.79,21,64,27,0.8571,INLAND,25000,77
32.8,19,1431,608,1.275,INLAND,56100,3390
32.76,15,949,300,0.8585,INLAND,45000,1826
32.74,17,775,320,1.2049,INLAND,44000,1774
37.35,16,1501,714,2.1212,INLAND,108300,4600
37.4,19,1225,425,4.1576,INLAND,141500,2865
37.39,19,1134,399,3.2132,INLAND,166000,3200
37.25,20,721,270,3.0817,INLAND,118800,1751
37.37,26,1385,523,4.337,INLAND,139700,3659
37.35,21,1413,520,4.375,INLAND,180400,3859
37.36,18,1425,465,1.7388,INLAND,54400,2801
37.36,34,1172,575,1.9722,INLAND,116100,3084
37.37,25,1477,770,1.8325,INLAND,105800,4119
37.36,38,902,396,2.3261,INLAND,98400,2223
37.17,22,1541,636,2.75,INLAND,94500,4153
36.95,19,51,22,1.7292,INLAND,137500,125
36.94,35,861,371,2.325,INLAND,80600,3093
36.64,34,896,426,2.0357,INLAND,74200,2568
36.63,23,1019,384,2.2574,INLAND,104700,2798
36.13,25,632,292,1.7868,INLAND,45500,2148
36.4,19,490,164,2.1,INLAND,14999,858
36,14,436,213,1.1471,INLAND,32900,1758
35.42,42,1124,447,2.7583,INLAND,64900,2729
35.42,45,754,334,2.5703,INLAND,62400,1980
35.42,38,1491,568,2.6094,INLAND,67900,3550
35.45,14,1748,582,4.3162,INLAND,87100,4124
35.44,5,1182,438,3.0268,INLAND,77000,2620
35.44,29,1527,597,4.0125,INLAND,84400,4046
35.43,39,956,379,3.1736,INLAND,70700,2403
35.42,40,520,218,2.2727,INLAND,67200,1315
35.42,36,1021,374,1.8472,INLAND,57400,2491
35.42,40,1015,413,1.4598,INLAND,52600,2351
35.42,42,905,393,1.6286,INLAND,54600,2123
35.41,41,1005,373,1.7857,INLAND,54300,2243
35.42,47,913,358,1.8403,INLAND,54700,2093
35.42,41,1006,419,2.8393,INLAND,57000,2413
35.42,35,1368,455,2.325,INLAND,63200,2836
35.41,21,1297,517,2.0575,INLAND,67000,3088
35.41,41,1106,473,1.97,INLAND,51900,2737
35.41,37,911,365,2.0331,INLAND,53200,2204
35.41,25,844,309,3.0625,INLAND,69400,1887
35.41,31,1413,611,1.3222,INLAND,51400,3049
35.4,35,1566,583,2.1818,INLAND,63500,3228
35.41,20,1622,758,1.3587,INLAND,67500,4101
35.42,10,2089,591,5.5261,INLAND,132000,4767
35.42,19,1872,731,2.6812,INLAND,107600,4721
35.41,12,1754,551,5.6235,INLAND,130600,3971
35.43,28,118,37,4.8571,INLAND,237500,289
35.4,18,846,317,3.8611,INLAND,126400,2213
35.39,10,3242,1030,5.575,INLAND,132200,7475
35.4,11,4781,1919,1.7109,INLAND,44600,10929
35.39,29,1134,419,1.8289,INLAND,59400,2279
35.38,36,426,208,1.4427,INLAND,50600,1014
35.39,30,169,101,1.3527,INLAND,60000,302
35.4,43,890,374,4.0208,INLAND,90400,2617
35.4,48,789,321,3.5714,INLAND,84600,2239
35.4,44,928,379,4.3906,INLAND,93900,2628
35.39,42,1203,487,3.7708,INLAND,79400,3355
35.39,51,648,300,2.8295,INLAND,72100,1657
35.41,36,937,303,3.996,INLAND,85500,2211
35.4,34,854,309,3.1906,INLAND,76200,2182
35.4,34,440,170,2.8393,INLAND,69800,984
35.4,36,680,259,2.9821,INLAND,73100,1716
35.4,36,1052,325,3.4205,INLAND,76600,2195
35.41,36,640,274,3.875,INLAND,94500,1748
35.4,28,2404,841,3.2325,INLAND,89000,5542
35.41,29,1542,659,2.947,INLAND,87100,4277
35.4,23,2136,883,3.6875,INLAND,101700,5377
35.4,27,1271,427,3.5524,INLAND,89100,2873
35.39,23,2842,1042,3.1297,INLAND,79000,6772
35.38,34,888,352,3.6734,INLAND,92900,2394
35.38,35,906,373,3.5938,INLAND,95200,2608
35.38,41,973,406,3.0568,INLAND,85600,2852
35.38,26,2365,743,3.7533,INLAND,87000,5631
35.38,30,1419,480,3.725,INLAND,83100,3072
35.38,33,1733,545,3.8307,INLAND,70600,3701
35.41,21,1889,688,3.875,INLAND,99500,4726
35.4,14,2815,935,4.2214,INLAND,104600,6489
35.39,27,1223,452,5.4592,INLAND,139100,3526
35.39,13,1318,397,7.7751,INLAND,194100,3554
35.41,6,2320,935,3.0938,INLAND,100800,5627
35.41,10,1539,483,6.3639,INLAND,143000,3742
35.4,10,1398,763,2.569,INLAND,113000,4361
35.37,14,1352,411,3.5441,INLAND,87000,2891
35.37,32,2590,721,3.3462,INLAND,67600,4876
35.34,20,762,253,2.1111,INLAND,105300,1606
35.37,17,1746,640,2.4919,INLAND,75700,4290
35.37,34,1558,421,2.6903,INLAND,62800,2858
35.37,33,2352,704,2.0643,INLAND,57600,4113
35.37,23,790,230,1.8523,INLAND,59700,1358
35.37,34,1059,349,2.1588,INLAND,61300,2031
35.37,37,971,335,2.875,INLAND,57400,2029
35.37,37,946,295,1.6728,INLAND,55400,1802
35.37,41,1066,318,1.7467,INLAND,52400,1802
35.37,40,1026,337,1.365,INLAND,54300,1977
35.39,38,1547,441,2.774,INLAND,59500,2554
35.38,32,1483,297,1.625,INLAND,46800,1724
35.38,39,1182,355,1.0648,INLAND,50000,1880
35.38,42,1038,299,0.9951,INLAND,48000,1543
35.37,41,1781,543,1.8819,INLAND,58000,2998
35.38,35,1041,413,1.375,INLAND,57500,2099
35.38,26,1025,304,1.4024,INLAND,51000,1691
35.38,30,1116,298,1.3451,INLAND,57500,1751
35.39,22,1592,420,1.4146,INLAND,49100,2269
35.38,24,1460,410,1.4786,INLAND,54800,2272
35.38,34,795,228,1.625,INLAND,50800,1267
35.38,28,1193,273,0.8639,INLAND,49400,1470
35.39,39,1516,435,1.6009,INLAND,48800,2770
35.39,36,1054,341,1.8319,INLAND,55400,1786
35.39,52,1325,522,2.5083,INLAND,70100,3378
35.39,29,476,143,1.1875,INLAND,50700,784
35.39,32,2375,684,1.2618,INLAND,46900,3302
35.37,41,216,80,2.2212,INLAND,55500,381
35.37,36,814,174,1.4773,INLAND,57400,1030
35.37,38,743,222,1.7292,INLAND,58100,1138
35.37,35,670,181,1.1638,INLAND,57900,1004
35.37,52,380,97,1.4125,INLAND,42500,544
35.38,44,274,86,1.1944,INLAND,57500,544
35.38,52,158,26,1.075,INLAND,67500,140
35.37,35,477,41,1.9125,INLAND,47500,155
35.37,44,364,121,1.4779,INLAND,66000,729
35.38,52,36,31,0.8054,INLAND,60000,125
35.38,48,129,63,1.1875,INLAND,63800,438
35.39,52,106,49,2.0455,INLAND,72500,243
35.37,45,568,139,1.7321,INLAND,84400,772
35.38,38,843,410,3,INLAND,91800,2516
35.38,52,540,260,2.7312,INLAND,147100,1985
35.37,52,554,277,1.6786,INLAND,126600,1870
35.37,44,667,300,2.875,INLAND,82700,1928
35.39,28,1593,763,2.9821,INLAND,118700,5277
35.36,36,1051,411,1.8362,INLAND,66900,2356
35.36,30,2307,754,3.6548,INLAND,84700,5435
35.36,16,2261,959,3.3261,INLAND,118400,5556
35.36,19,2155,831,4.6705,INLAND,110700,6148
35.36,12,2966,1092,4.5791,INLAND,123400,7558
35.36,9,409,212,4.3482,INLAND,95200,1462
35.37,42,1035,442,2.6513,INLAND,72300,2991
35.36,41,977,388,3.9097,INLAND,81300,2307
35.36,40,771,306,3.0435,INLAND,69500,1845
35.37,46,714,297,2.1818,INLAND,75300,1975
35.37,44,1521,549,1.7213,INLAND,61600,3307
35.36,48,947,363,2.2827,INLAND,70000,2229
35.36,47,847,315,2.5062,INLAND,73700,1971
35.36,41,1342,595,1.9671,INLAND,76800,3145
35.37,38,1191,366,1.8801,INLAND,57800,2082
35.36,38,1203,373,1.6797,INLAND,60700,2226
35.36,36,1490,529,1.2157,INLAND,57000,3284
35.36,24,1277,435,1.056,INLAND,51600,2425
35.37,33,579,172,1.2469,INLAND,46700,1002
35.36,40,764,186,0.9407,INLAND,43600,1077
35.36,39,805,197,1.25,INLAND,42500,1113
35.35,35,992,284,1.4015,INLAND,48700,1441
35.36,35,1258,239,1.7375,INLAND,48600,1301
35.37,36,1223,329,0.9675,INLAND,47100,1960
35.36,29,933,227,1.6981,INLAND,49400,1510
35.36,15,1059,279,1.2617,INLAND,42700,1820
35.36,18,1210,344,1.1136,INLAND,47800,1878
35.36,31,1168,340,1.2232,INLAND,49300,1857
35.36,19,1823,500,3.1281,INLAND,76200,3226
35.36,30,1753,482,2.1078,INLAND,54700,2802
35.37,32,874,236,1.9612,INLAND,53400,1284
35.36,35,1738,480,2.4848,INLAND,54000,2782
35.37,34,1156,315,1.7197,INLAND,48900,1712
35.36,31,1219,312,1.5743,INLAND,46700,1724
35.32,29,2007,541,3.2738,INLAND,78700,4088
35.35,21,511,124,1.7614,INLAND,33200,627
35.35,27,1380,332,1.6632,INLAND,49800,1970
35.33,36,1311,390,1.6786,INLAND,52900,1957
35.32,26,567,204,0.9288,INLAND,36600,1074
35.35,31,1969,588,2.2155,INLAND,62100,3647
35.35,32,1109,286,1.1786,INLAND,45600,1610
35.35,34,922,304,2.1875,INLAND,58000,1679
35.34,44,782,278,3.0208,INLAND,63700,2073
35.35,42,776,272,1.983,INLAND,63300,1490
35.35,39,366,132,1.9125,INLAND,57900,747
35.35,38,670,282,2.2407,INLAND,76000,1777
35.34,38,692,295,2.3125,INLAND,65800,1757
35.34,36,1679,616,2.7256,INLAND,71900,4119
35.35,34,695,275,2.6875,INLAND,73700,1735
35.35,31,817,307,2.5644,INLAND,73000,1943
35.35,27,2212,894,3.1753,INLAND,85000,5487
35.35,20,4584,1953,2.575,INLAND,69900,11490
35.34,14,1933,912,2.6637,INLAND,175000,4564
35.33,18,7009,2552,2.9438,INLAND,87200,15392
35.34,17,1204,423,4.0529,INLAND,106200,2824
35.35,24,1294,879,2.4123,INLAND,86200,4984
35.34,16,1667,724,4.8839,INLAND,134100,4987
35.33,4,4250,1444,5.1036,INLAND,103400,10063
35.35,5,1916,870,4.0327,INLAND,131000,5668
35.34,18,1580,540,10.5941,INLAND,245800,4582
35.35,20,331,135,7.1837,INLAND,176300,1021
35.35,14,842,265,8.5325,INLAND,224100,2369
35.34,16,768,236,5.4449,INLAND,118500,1773
35.34,15,768,238,4.1528,INLAND,130100,1709
35.33,4,3121,902,6.759,INLAND,170300,7538
35.32,8,5696,2100,5.0012,INLAND,106300,13750
35.33,9,3084,1052,4.997,INLAND,142900,8233
35.32,15,2355,757,3.569,INLAND,70700,4690
35.33,13,4870,1797,3.406,INLAND,100700,10928
35.33,14,3278,1049,3.8117,INLAND,82800,6328
35.34,34,1375,486,3.4286,INLAND,71400,3371
35.33,26,2072,827,2.1553,INLAND,84700,4517
35.33,21,1627,680,2.7083,INLAND,84700,3755
35.34,34,1131,408,3.0486,INLAND,68500,2657
35.34,36,613,187,1.5625,INLAND,46700,1192
35.33,42,677,213,1.5429,INLAND,39400,1375
35.33,35,620,207,1.9417,INLAND,53800,1212
35.33,32,1897,607,2.4234,INLAND,63700,3696
35.33,35,1193,387,2.75,INLAND,65800,2465
35.34,35,1145,343,1.5357,INLAND,56500,2040
35.32,35,870,282,1.6575,INLAND,59500,1981
35.3,33,1461,405,2.9402,INLAND,56200,2682
35.31,37,767,273,1.6522,INLAND,53300,1612
35.3,3,1353,495,3.6852,INLAND,109800,3340
35.32,20,34,8,1.2,INLAND,50000,48
35.32,11,3525,1387,3.4827,INLAND,93600,8490
35.31,11,1267,388,4.1957,INLAND,92700,2532
35.32,12,1294,523,2.5575,INLAND,100200,3270
35.32,14,1821,561,3.3529,INLAND,82600,3515
35.3,9,6241,1906,4.0631,INLAND,88200,12816
35.3,10,447,173,4.1484,INLAND,102900,975
35.3,10,4611,1310,3.6369,INLAND,81600,8766
35.32,23,2717,928,2.596,INLAND,70000,5835
35.31,19,4101,1436,2.1006,INLAND,74800,8609
35.3,7,4893,1520,3.9054,INLAND,80900,10193
35.27,25,1830,591,2.5804,INLAND,97900,3716
35.22,5,3269,980,5.1457,INLAND,118200,7271
35.24,6,66,21,3.125,INLAND,65000,96
35.28,10,4163,1307,2.7659,INLAND,77500,8464
35.24,40,213,71,2.35,INLAND,91700,341
35.27,32,242,87,1.1528,INLAND,150000,546
34.82,24,323,136,3.5,INLAND,113900,974
34.83,18,1338,550,2.9891,INLAND,116500,4040
34.81,30,1089,412,3.1364,INLAND,123500,3421
34.83,6,2006,736,4.5724,INLAND,168400,10333
34.95,14,1581,579,3.0882,INLAND,148200,4841
34.82,8,229,84,4.0332,INLAND,128300,619
35.06,21,1250,440,2.9187,INLAND,52100,2671
35.07,45,500,177,2.6389,INLAND,30000,1156
35.19,26,483,170,4.15,INLAND,68200,1062
35.27,23,1993,617,3.0742,INLAND,57900,4523
35.17,36,39,18,3.125,INLAND,37500,136
35.16,34,1783,608,2.3912,INLAND,52900,4133
35.17,40,1998,773,2.8323,INLAND,50800,4976
35.14,19,1973,702,3.9929,INLAND,88300,4880
35.15,33,2293,919,3.1592,INLAND,75400,6014
35.13,34,808,294,2.3013,INLAND,26600,1749
35.13,46,1423,482,2.1955,INLAND,26900,3288
35.13,44,2140,831,2.9952,INLAND,63800,5476
35.4,32,1301,394,1.9718,INLAND,69800,2588
35.4,24,1442,424,2.8452,INLAND,104700,3065
35.41,12,3018,917,4.4561,INLAND,96900,6530
35.39,22,451,170,3.25,INLAND,88900,1160
35.39,13,552,187,4.5903,INLAND,94300,1466
35.41,12,1399,413,4.4125,INLAND,149000,3306
35.37,6,3415,1059,5.3119,INLAND,157300,8478
35.38,18,706,279,4.4196,INLAND,121000,1790
35.38,37,894,359,2.9453,INLAND,82800,2438
35.37,13,2170,671,4.8266,INLAND,146200,5240
35.5,36,932,249,2.1635,INLAND,110400,1512
35.52,36,573,134,2.2321,INLAND,37500,980
35.49,39,1815,547,2.3533,INLAND,65400,3221
35.5,38,1133,430,4.2375,INLAND,78600,2945
35.5,34,796,319,2.8269,INLAND,61100,1696
35.51,28,544,190,3.2279,INLAND,95800,1268
35.5,34,1101,351,2.4044,INLAND,65800,2302
35.5,28,3260,738,1.6944,INLAND,58600,3889
35.5,21,1315,450,1.7105,INLAND,52100,2654
35.49,34,1506,403,2.2071,INLAND,64600,2741
35.6,16,1011,268,2.4961,INLAND,58800,1893
35.55,29,236,73,2.7,INLAND,125000,594
35.58,13,1186,376,1.1903,INLAND,63200,2019
35.59,33,1809,616,2.3934,INLAND,71900,3894
35.6,33,1732,509,1.9362,INLAND,59000,2631
35.6,32,2682,675,1.4619,INLAND,60500,3386
35.59,14,1497,457,3.176,INLAND,71800,3221
35.59,20,2645,676,1.7868,INLAND,54100,3776
35.62,18,1345,207,2.1186,INLAND,47500,1059
35.65,21,1647,415,2.6066,INLAND,80000,2886
35.76,30,421,113,2.5625,INLAND,156300,872
35.76,15,3500,768,2.1295,INLAND,59800,4727
35.64,29,902,205,2.6726,INLAND,83300,1696
35.68,21,1539,388,2.5208,INLAND,58500,2283
35.68,16,3078,651,1.8843,INLAND,55200,3551
35.67,32,2639,709,2.0025,INLAND,54700,3966
35.78,27,1346,323,2.7411,INLAND,59800,1855
35.77,35,1449,398,1.6786,INLAND,56500,1996
35.76,36,2175,610,1.6045,INLAND,57300,2988
35.75,36,1658,417,1.517,INLAND,52100,2041
35.79,8,2700,688,1.7418,INLAND,62200,4068
35.78,35,1371,414,2.2981,INLAND,69900,2313
35.78,8,1230,330,2.1806,INLAND,67200,1955
35.79,31,2467,600,2.3125,INLAND,62100,3468
35.77,28,1764,514,1.7813,INLAND,67800,2258
35.77,36,2034,593,2.4044,INLAND,72500,3860
35.74,16,1914,614,2.033,INLAND,68400,2934
35.77,26,1416,485,4.1917,INLAND,84000,3104
35.47,6,664,254,6.2885,INLAND,216400,2035
35.44,20,1465,621,2.5806,INLAND,82500,4109
35.44,13,557,227,6.1563,INLAND,204200,1676
35.74,18,799,335,1.8419,INLAND,92300,2969
35.68,15,730,321,2.25,INLAND,67500,2365
35.75,23,1097,493,2.6288,INLAND,96000,3866
35.72,18,1366,690,2.0694,INLAND,81200,5829
35.7,18,986,522,1.5957,INLAND,101400,4117
35.72,28,98,48,1.4205,INLAND,90000,1899
35.65,33,584,223,3.4792,INLAND,94600,1829
35.48,17,775,380,1.8369,INLAND,59400,2868
35.64,15,1007,465,1.5667,INLAND,72500,3635
35.63,15,2310,1001,2.3125,INLAND,96900,7164
35.62,18,782,390,1.4141,INLAND,75800,2831
35.64,17,927,427,1.3023,INLAND,68500,2783
35.61,17,1614,731,1.6236,INLAND,67300,4932
35.58,16,1802,807,1.8819,INLAND,69700,6578
35.47,13,756,276,2.5474,INLAND,78400,2868
35.73,35,1870,432,3.625,INLAND,55000,3510
35.63,33,1155,431,2.0441,INLAND,42100,3143
35.65,18,1128,533,2.8,INLAND,72000,3326
35.65,15,1245,513,3.3269,INLAND,81900,3277
35.65,5,520,232,4.0167,INLAND,87500,1407
35.64,8,1154,399,5.8625,INLAND,109400,3099
35.64,15,1408,586,5.2043,INLAND,95700,3826
35.64,6,927,337,6.1935,INLAND,115700,2457
35.63,32,1613,706,3.0687,INLAND,63500,4448
35.63,18,1777,661,6.0653,INLAND,105300,4975
35.63,5,1335,428,5.5773,INLAND,109000,3633
35.62,18,1426,483,3.5931,INLAND,71900,3153
35.61,9,1929,742,3.5988,INLAND,84500,5073
35.6,12,765,281,6.0532,INLAND,102800,1919
35.6,16,1473,487,3.858,INLAND,70200,3161
35.62,30,1481,581,2.1458,INLAND,52400,3735
35.61,10,1349,501,4.25,INLAND,83200,3162
35.62,11,2728,1072,4.15,INLAND,85700,7035
35.61,5,2623,862,4.8494,INLAND,87200,6667
35.6,14,850,317,2.5812,INLAND,91700,2131
35.63,12,1027,356,3.9261,INLAND,101300,2386
35.55,9,1518,568,5.5551,INLAND,142500,4416
35.65,19,598,261,1.8984,INLAND,54300,1414
35.73,13,1181,414,4.1518,INLAND,91800,3015
35.54,11,765,296,5.0762,INLAND,98000,2067
35.65,15,1110,442,3.1755,INLAND,81700,2841
35.35,28,858,371,1.9962,INLAND,50800,2399
35.05,21,945,362,3.4015,INLAND,86500,2164
35.03,30,1347,467,3.3693,INLAND,71800,3065
35.22,4,8,6,1.625,INLAND,275000,21
35.21,4,6,2,2.375,INLAND,137500,4
35.12,15,917,316,3.3889,INLAND,68500,2287
35.13,5,2504,847,3.5391,INLAND,81900,5769
35.13,4,1150,422,4.25,INLAND,104400,3132
35.08,1,32,15,4.875,INLAND,141700,98
35.1,4,352,135,4.5724,INLAND,84500,1089
35.16,15,960,370,2.875,INLAND,87800,2596
34.92,20,422,159,2.9583,INLAND,91700,1048
34.86,11,3571,1308,2.8097,INLAND,130000,8835
35.03,28,1644,570,3.4338,INLAND,54900,3617
34.99,33,853,272,4.2292,INLAND,64400,1896
35,36,672,241,1.9107,INLAND,39800,1500
34.86,10,2227,821,2.6149,INLAND,83500,5606
34.87,9,761,278,3.0184,INLAND,87900,1800
34.87,2,923,338,5.0553,INLAND,111100,2492
34.86,21,1488,554,2.7361,INLAND,83300,2910
35.06,15,569,263,2.0441,INLAND,73300,1365
